Kommunenummer,Kommune,År,Bygningstype,SortBygningstype,Største bygningstyper,SortStorsteBygningstype,Antall
4032,Fyresdal,01.01.2014,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2014,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2014,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2014,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2014,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2015,Enebolig,1,Enebolig,1,1
4032,Fyresdal,01.01.2015,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2015,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2015,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2015,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2015,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2015,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2015,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2015,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2015,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2015,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2015,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2015,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2015,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2015,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2015,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2015,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2015,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2015,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2015,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2016,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2016,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2016,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2016,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2016,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2016,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2016,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2016,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2016,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2016,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2016,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2016,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2016,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2016,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2016,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2016,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2016,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2016,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2016,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2016,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2017,Enebolig,1,Enebolig,1,2
4032,Fyresdal,01.01.2017,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2017,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2017,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2017,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2017,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2017,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2017,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2017,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2017,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2017,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2017,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2017,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2017,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2017,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2017,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2017,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2017,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2017,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2018,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2018,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2018,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2018,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2018,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2018,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2018,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2018,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2018,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2018,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2018,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2018,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2018,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2018,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2018,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2018,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2018,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2018,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2018,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2019,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2019,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2019,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2019,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2019,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2019,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2019,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2019,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2019,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2019,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2019,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2019,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2019,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2019,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2019,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2019,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2019,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2019,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2020,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2020,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2020,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2020,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2020,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2020,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2020,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2020,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2020,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2020,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2020,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2020,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2020,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2020,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2020,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2020,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2020,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2020,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2021,Enebolig,1,Enebolig,1,1
4032,Fyresdal,01.01.2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2021,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2021,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2021,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2021,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2021,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2021,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2021,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2021,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2021,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2021,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2021,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2021,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2021,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2021,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2021,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2021,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2022,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2022,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2022,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2022,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2022,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2022,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2022,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2022,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2022,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2022,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2022,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2022,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2022,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2022,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2022,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2022,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2022,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2023,Enebolig,1,Enebolig,1,4
4032,Fyresdal,01.01.2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2023,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2023,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2023,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2023,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2023,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2023,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2023,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2023,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2023,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2023,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2023,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2023,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2023,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2023,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2023,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2023,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2024,Enebolig,1,Enebolig,1,0
4032,Fyresdal,01.01.2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2024,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2024,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2024,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2024,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2024,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2024,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2024,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2024,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2024,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2024,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2024,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2024,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2024,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2024,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2024,Annen bygning for bofellesskap,18,Andre,10,0
4032,Fyresdal,01.01.2024,Andre bygg enn boligbygg,10,Andre,10,0
4032,Fyresdal,01.01.2025,Enebolig,1,Enebolig,1,3
4032,Fyresdal,01.01.2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4032,Fyresdal,01.01.2025,Våningshus,15,Andre,10,0
4032,Fyresdal,01.01.2025,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4032,Fyresdal,01.01.2025,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4032,Fyresdal,01.01.2025,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4032,Fyresdal,01.01.2025,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4032,Fyresdal,01.01.2025,Rekkehus,7,Rekkehus,7,0
4032,Fyresdal,01.01.2025,Kjedehus inkl.atriumhus,14,Andre,10,0
4032,Fyresdal,01.01.2025,Terrassehus,19,Andre,10,0
4032,Fyresdal,01.01.2025,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4032,Fyresdal,01.01.2025,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4032,Fyresdal,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4032,Fyresdal,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4032,Fyresdal,01.01.2025,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4032,Fyresdal,01.01.2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4032,Fyresdal,01.01.2025,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4032,Fyresdal,01.01.2025,Bo- og servicesenter,16,Andre,10,0
4032,Fyresdal,01.01.2025,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4032,Fyresdal,01.01.2025,Annen bygning for bofellesskap,18,Andre,10,2
4032,Fyresdal,01.01.2025,Andre bygg enn boligbygg,10,Andre,10,0
4034,Tokke,01.01.2000,Enebolig,1,Enebolig,1,7
4034,Tokke,01.01.2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4034,Tokke,01.01.2000,Våningshus,15,Andre,10,2
4034,Tokke,01.01.2000,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4034,Tokke,01.01.2000,"Tomannsbolig, horisontaldelt",13,Andre,10,2
4034,Tokke,01.01.2000,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4034,Tokke,01.01.2000,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4034,Tokke,01.01.2000,Rekkehus,7,Rekkehus,7,0
4034,Tokke,01.01.2000,Kjedehus inkl.atriumhus,14,Andre,10,0
4034,Tokke,01.01.2000,Terrassehus,19,Andre,10,0
4034,Tokke,01.01.2000,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4034,Tokke,01.01.2000,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4034,Tokke,01.01.2000,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4034,Tokke,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4034,Tokke,01.01.2000,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4034,Tokke,01.01.2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4034,Tokke,01.01.2000,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4034,Tokke,01.01.2000,Bo- og servicesenter,16,Andre,10,0
4034,Tokke,01.01.2000,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
4034,Tokke,01.01.2000,Annen bygning for bofellesskap,18,Andre,10,0
4034,Tokke,01.01.2000,Andre bygg enn boligbygg,10,Andre,10,0
4034,Tokke,01.01.2001,Enebolig,1,Enebolig,1,2
4034,Tokke,01.01.2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6,0
4034,Tokke,01.01.2001,Våningshus,15,Andre,10,0
4034,Tokke,01.01.2001,"Del av tomannsbolig, vertikaldelt",5,"Del av tomannsbolig, vertikaldelt",5,0
4034,Tokke,01.01.2001,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4034,Tokke,01.01.2001,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4034,Tokke,01.01.2001,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4034,Tokke,01.01.2001,Rekkehus,7,Rekkehus,7,0
4034,Tokke,01.01.2001,Kjedehus inkl.atriumhus,14,Andre,10,0
4034,Tokke,01.01.2001,Terrassehus,19,Andre,10,0
4034,Tokke,01.01.2001,Andre småhus med 3 boliger eller flere,3,Andre småhus med 3 boliger eller flere,3,0
4034,Tokke,01.01.2001,Store frittliggende boligbygg på 2 etasjer,9,Store frittliggende boligbygg på 2 etasjer,9,0
4034,Tokke,01.01.2001,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store frittliggende boligbygg på 3 og 4 etasjer,4,0
4034,Tokke,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4034,Tokke,01.01.2001,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4034,Tokke,01.01.2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,11,Andre,10,0
4034,Tokke,01.01.2001,Stort sammenbygd boligbygg på 5 etasjer eller over,12,Andre,10,0
4034,Tokke,01.01.2001,Bo- og servicesenter,16,Andre,10,0
4034,Tokke,01.01.2001,Studenthjem/studentboliger,8,Studenthjem/studentboliger,8,0
