Kommune,År (intervall),År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Nissedal,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",117.6,1,2,10
Nissedal,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",35.6,2,1,10
Nissedal,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,10
Nissedal,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",46.7,3,1,10
Nissedal,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,10
Nissedal,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",41.3,1,1,10
Nissedal,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",152.5,1,2,10
Nissedal,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",32.3,2,1,10
Nissedal,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,10
Nissedal,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",51.4,3,1,10
Nissedal,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,10
Nissedal,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",45.1,1,1,10
Nissedal,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",211.5,1,2,10
Nissedal,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",37.2,2,1,10
Nissedal,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,10
Nissedal,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",54.1,3,1,10
Nissedal,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,10
Nissedal,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",43.3,1,1,10
Nissedal,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",226.3,1,2,10
Nissedal,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",36.8,2,1,10
Nissedal,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,10
Nissedal,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",50.5,3,1,10
Nissedal,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,10
Nissedal,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",41.4,1,1,10
Nissedal,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",193.1,1,2,10
Nissedal,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",40.1,2,1,10
Nissedal,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,10
Nissedal,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",43.1,3,1,10
Nissedal,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,10
Fyresdal,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",55.2,1,1,5
Fyresdal,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",318.5,1,2,5
Fyresdal,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",60.2,2,1,5
Fyresdal,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,5
Fyresdal,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",49.9,3,1,5
Fyresdal,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,5
Fyresdal,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",51.2,1,1,5
Fyresdal,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",266.0,1,2,5
Fyresdal,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",58.0,2,1,5
Fyresdal,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,5
Fyresdal,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",43.8,3,1,5
Fyresdal,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,5
Fyresdal,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",54.2,1,1,5
Fyresdal,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",262.7,1,2,5
Fyresdal,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",63.6,2,1,5
Fyresdal,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,2,2,5
Fyresdal,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",44.0,3,1,5
Fyresdal,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",,3,2,5
Fyresdal,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",56.9,1,1,5
Fyresdal,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",271.8,1,2,5
Fyresdal,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",66.1,2,1,5
Fyresdal,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",248.7,2,2,5
Fyresdal,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",46.9,3,1,5
Fyresdal,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",299.4,3,2,5
Fyresdal,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",62.2,1,1,5
Fyresdal,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",294.4,1,2,5
Fyresdal,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.7,2,1,5
Fyresdal,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",266.5,2,2,5
Fyresdal,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",53.1,3,1,5
Fyresdal,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",323.3,3,2,5
Fyresdal,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",62.1,1,1,5
Fyresdal,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",274.2,1,2,5
Fyresdal,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",71.6,2,1,5
Fyresdal,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",268.2,2,2,5
Fyresdal,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",52.0,3,1,5
Fyresdal,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",280.1,3,2,5
Tokke,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",71.6,1,1,18
Tokke,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",340.3,1,2,18
Tokke,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",82.3,2,1,18
Tokke,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",385.7,2,2,18
Tokke,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",60.1,3,1,18
Tokke,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",292.7,3,2,18
Tokke,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",69.1,1,1,18
Tokke,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",329.7,1,2,18
Tokke,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",79.1,2,1,18
Tokke,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",381.4,2,2,18
Tokke,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",58.5,3,1,18
Tokke,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",273.1,3,2,18
Tokke,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",71.2,1,1,18
Tokke,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",285.4,1,2,18
Tokke,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",77.9,2,1,18
Tokke,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",351.0,2,2,18
Tokke,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",64.3,3,1,18
Tokke,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",212.6,3,2,18
Tokke,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",64.2,1,1,18
Tokke,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",270.3,1,2,18
Tokke,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",65.3,2,1,18
Tokke,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",322.5,2,2,18
Tokke,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",63.5,3,1,18
Tokke,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",219.6,3,2,18
Tokke,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",59.2,1,1,18
Tokke,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",243.5,1,2,18
Tokke,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",57.3,2,1,18
Tokke,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",273.7,2,2,18
Tokke,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",62.1,3,1,18
Tokke,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",216.1,3,2,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",53.9,1,1,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",224.0,1,2,18
Tokke,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",53.3,2,1,18
Tokke,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",232.0,2,2,18
Tokke,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",55.1,3,1,18
Tokke,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",215.7,3,2,18
Vinje,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.5,1,1,19
Vinje,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",315.0,1,2,19
Vinje,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",72.5,2,1,19
Vinje,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",323.5,2,2,19
Vinje,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",64.3,3,1,19
Vinje,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",306.4,3,2,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",66.8,1,1,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",313.4,1,2,19
Vinje,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",71.8,2,1,19
Vinje,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",318.2,2,2,19
Vinje,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",61.5,3,1,19
Vinje,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",308.4,3,2,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",63.1,1,1,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",333.4,1,2,19
Vinje,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.6,2,1,19
Vinje,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",353.6,2,2,19
Vinje,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",58.5,3,1,19
Vinje,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",314.9,3,2,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.7,1,1,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",326.1,1,2,19
Vinje,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.2,2,1,19
Vinje,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",336.5,2,2,19
Vinje,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.2,3,1,19
Vinje,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",317.5,3,2,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.4,1,1,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",324.1,1,2,19
Vinje,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.3,2,1,19
Vinje,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",341.3,2,2,19
Vinje,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.6,3,1,19
Vinje,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",308.6,3,2,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",75.4,1,1,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",301.0,1,2,19
Vinje,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",78.1,2,1,19
Vinje,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",313.1,2,2,19
Vinje,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",72.7,3,1,19
Vinje,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",289.8,3,2,19
